Composition,Temperature,Feature,Equilibrium,Bed,Laser,Hold,Cooling,Delta_Equilibrium_to_Bed,PctChange_Equilibrium_to_Bed,Delta_Bed_to_Laser,PctChange_Bed_to_Laser,Delta_Laser_to_Hold,PctChange_Laser_to_Hold,Delta_Hold_to_Cooling,PctChange_Hold_to_Cooling,Total_Change,Total_PctChange
5050,250,Std_CavityRadius,3.86405010735081,3.1759871164862106,3.0948384768259856,3.117664369052171,3.126368433887078,-0.6880629908645992,-17.80678230739442,-0.08114863966022501,-2.5550682885012685,0.022825892226185474,0.7375471255480617,0.008704064834907044,0.2791854351388454,-0.7376816734637317,-19.09089305183689
5050,250,Min_CavityRadius,1.45265,1.47107,1.42869,1.44984,1.44071,0.018420000000000103,1.2680273982032908,-0.042380000000000084,-2.880896218398858,0.021150000000000002,1.4803771286983183,-0.009130000000000082,-0.629724659272753,-0.011940000000000062,-0.8219460985096245
5050,250,Max_CavityRadius,30.46,25.6269,22.4344,21.3353,20.7728,-4.833100000000002,-15.867038739330274,-3.192499999999999,-12.457612898946026,-1.0991,-4.899172699069286,-0.5625,-2.636475699896416,-9.6872,-31.803020354563362
5050,250,Median_CavityRadius,2.34313,2.7641400000000003,2.704805,2.68209,2.606055,0.42101000000000033,17.967846427641675,-0.05933500000000036,-2.1465989421664733,-0.02271499999999982,-0.8398017602008211,-0.07603500000000007,-2.8349160542711123,0.2629250000000001,11.221101688766739
5050,250,Mean_Displacement,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5050,250,Std_Displacement,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5050,250,Min_Displacement,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5050,250,Max_Displacement,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5050,250,Median_Displacement,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5050,250,Mean_Temperature,276.768515,315.92312333333336,423.4436524999999,522.74240375,433.538925,39.154608333333385,14.14706016446032,107.52052916666656,34.03376366763147,99.29875125000007,23.450286871403765,-89.20347874999999,-17.064519371315683,156.77041000000003,56.64315176890696
5050,250,Std_Temperature,37.98302919494303,10.003918915790011,54.85429363657564,3.2947706213855574,54.94487715618851,-27.97911027915302,-73.6621350960552,44.85037472078563,448.32805121995324,-51.55952301519008,-93.9935957553035,51.65010653480295,1567.638918459289,16.961847961245482,44.65638555100745
5050,250,Min_Temperature,178.231,297.17,333.085,511.847,337.442,118.93900000000002,66.73305990540368,35.914999999999964,12.085674866238168,178.762,53.66858309440533,-174.40499999999997,-34.07365873005019,159.211,89.32845576807628
5050,250,Max_Temperature,308.46,334.988,517.787,530.514,528.001,26.52800000000002,8.60014264410297,182.79900000000004,54.56882037565526,12.726999999999975,2.4579605127204767,-2.5130000000000337,-0.4736915519665897,219.541,71.17324774687155
5050,250,First_Temperature,178.231,302.466,335.006,515.606,526.031,124.23500000000001,69.70448462949768,32.539999999999964,10.758233983323732,180.60000000000002,53.909482218228945,10.424999999999955,2.02189268550016,347.79999999999995,195.14001492445198
5050,250,Last_Temperature,301.806,334.021,515.886,526.765,337.442,32.21500000000003,10.674075399428782,181.86499999999995,54.44717547699095,10.879000000000019,2.1087992308378247,-189.32299999999998,-35.94069461714427,35.636000000000024,11.807585004936955
5050,250,Delta_Temperature,123.57499999999999,31.555000000000007,180.88,11.158999999999992,-188.58899999999994,-92.01999999999998,-74.46489985838559,149.325,473.22135953097757,-169.721,-93.83071649712517,-199.74799999999993,-1790.0170266152888,-312.16399999999993,-252.6109650010115
5050,300,Mean_CN,13.518284993694829,12.306971716807782,12.443883984867592,12.218158890290038,12.310394523509277,-1.2113132768870472,-8.960554371002132,0.1369122680598096,1.1124773113179975,-0.22572509457755352,-1.813944061613295,0.09223563321923933,0.7549061527800267,-1.2078904701855517,-8.935234541577824
